chr	coordinate	ORF	internal	flag
chrIV	538912	YDR040C	0	0
chrIV	539795	YDR041W	0	0
chrIV	541278	YDR042C	0	0
chrIV	543571	YDR043C	0	0
chrIV	546492	YDR044W	0	0
chrIV	548465	YDR045C	0	0
chrIV	550666	YDR046C	0	0
chrIV	551736	YDR047W	0	0
chrIV	553228	YDR049W	0	0
chrIV	556502	YDR050C	0	0
chrIV	558106	YDR051C	0	0
chrIV	560780	YDR052C	0	0
chrIV	562501	YDR054C	0	0
chrIV	563466	YDR055W	0	0
chrIV	565698	YDR056C	0	0
chrIV	565890	YDR057W	0	0
chrIV	568742	YDR058C	0	0
chrIV	569836	YDR059C	0	0
chrIV	570558	YDR060W	0	0
chrIV	576096	YDR062W	0	0
chrIV	578524	YDR063W	0	0
chrIV	579425	YDR064W	0	0
chrIV	580687	YDR065W	0	0
chrIV	582620	YDR066C	0	0
chrIV	583540	YDR067C	0	0
chrIV	583665	YDR068W	0	0
chrIV	587809	YDR069C	0	0
chrIV	589465	YDR071C	0	0
chrIV	591470	YDR072C	0	0
chrIV	592369	YDR073W	0	0
chrIV	593672	YDR074W	0	0
chrIV	596982	YDR075W	0	0
chrIV	598430	YDR076W	0	0
chrIV	600750	YDR077W	0	0
chrIV	602886	YDR078C	0	0
chrIV	603032	YDR079W	0	0
chrIV	603845	YDR079C-A	0	0
chrIV	603971	YDR080W	0	0
chrIV	610168	YDR081C	0	0
chrIV	610349	YDR082W	0	0
chrIV	612051	YDR083W	0	0
chrIV	614030	YDR084C	0	0
chrIV	615275	YDR085C	1	1
chrIV	617263	YDR086C	0	0
chrIV	618335	YDR087C	0	0
chrIV	619824	YDR088C	0	0
chrIV	621991	YDR089W	0	0
chrIV	626112	YDR090C	0	0
chrIV	628591	YDR091C	0	0
chrIV	629852	YDR092W	0	0
chrIV	631020	YDR093W	0	0
chrIV	636841	YDR096W	0	0
chrIV	643875	YDR097C	0	0
chrIV	644968	YDR098C	1	0
chrIV	652718	YDR099W	0	0
chrIV	654987	YDR100W	0	0
chrIV	657494	YDR101C	0	0
chrIV	657716	YDR103W	0	0
chrIV	664959	YDR104C	0	0
chrIV	666821	YDR105C	0	0
chrIV	666986	YDR106W	0	0
chrIV	671049	YDR107C	0	0
chrIV	671233	YDR108W	0	0
chrIV	675658	YDR109C	1	0
chrIV	676064	YDR110W	0	0
chrIV	679956	YDR111C	0	0
chrIV	681719	YDR113C	0	0
chrIV	682135	YDR115W	0	0
chrIV	683588	YDR116C	0	0
chrIV	685668	YDR117C	0	0
chrIV	685844	YDR118W	0	0
chrIV	688132	YDR119W	0	0
chrIV	690985	YDR119W-A	0	0
chrIV	693234	YDR120C	1	0
chrIV	693450	YDR121W	0	0
chrIV	694412	YDR122W	0	0
chrIV	699538	YDR123C	0	0
chrIV	699860	YDR124W	0	0
chrIV	702877	YDR125C	0	0
chrIV	703229	YDR126W	0	0
chrIV	704414	YDR127W	0	0
chrIV	709515	YDR128W	0	0
chrIV	715452	YDR129C	0	0
chrIV	716650	YDR130C	0	0
chrIV	718562	YDR131C	0	0
chrIV	720424	YDR132C	0	0
chrIV	727606	YDR135C	0	0
chrIV	728174	YDR137W	0	0
chrIV	730565	YDR138W	0	0
chrIV	733950	YDR139C	0	0
chrIV	734124	YDR140W	0	0
chrIV	740045	YDR141C	0	0
chrIV	741777	YDR142C	0	0
chrIV	744020	YDR143C	0	0
chrIV	746241	YDR144C	0	0
chrIV	746672	YDR145W	0	0
chrIV	750906	YDR146C	0	0
chrIV	751199	YDR147W	0	0
chrIV	755319	YDR148C	0	0
chrIV	755566	YDR150W	0	0
chrIV	765332	YDR151C	0	0
chrIV	765639	YDR152W	0	0
chrIV	768122	YDR153C	0	0
chrIV	769032	YDR155C	0	0
chrIV	769475	YDR156W	0	0
chrIV	770322	YDR158W	0	0
chrIV	771787	YDR159W	0	0
chrIV	775985	YDR160W	0	0
chrIV	779016	YDR161W	0	0
chrIV	781232	YDR162C	0	0
chrIV	781350	YDR163W	0	0
chrIV	784267	YDR164C	0	0
chrIV	784834	YDR165W	0	0
chrIV	789294	YDR166C	0	0
chrIV	789420	YDR167W	0	0
chrIV	790288	YDR168W	0	0
chrIV	794255	YDR169C	0	0
chrIV	802409	YDR170C	0	0
chrIV	806535	YDR171W	0	0
chrIV	808280	YDR172W	0	0
chrIV	811677	YDR173C	0	0
chrIV	812087	YDR174W	0	0
chrIV	814207	YDR175C	0	0
chrIV	814423	YDR176W	0	0
chrIV	816780	YDR177W	0	0
chrIV	817848	YDR178W	0	0
chrIV	819225	YDR179C	0	0
chrIV	819340	YDR179W-A	0	0
chrIV	821152	YDR180W	0	0
chrIV	827414	YDR181C	0	0
chrIV	827532	YDR182W	0	0
chrIV	829530	YDR183W	0	0
chrIV	831542	YDR184C	0	0
chrIV	832579	YDR185C	0	0
chrIV	835684	YDR186C	0	0
chrIV	836367	YDR188W	0	0
chrIV	838350	YDR189W	0	0
chrIV	842054	YDR190C	0	0
chrIV	842299	YDR191W	0	0
chrIV	844940	YDR192C	0	0
chrIV	847969	YDR194C	0	0
chrIV	848119	YDR194W-A	1	1
chrIV	848364	YDR195W	0	0
chrIV	850999	YDR196C	0	0
chrIV	851195	YDR197W	0	0
chrIV	853998	YDR198C	0	0
chrIV	856158	YDR200C	0	0
chrIV	856288	YDR201W	0	0
chrIV	857984	YDR202C	0	0
chrIV	858129	YDR204W	0	0
chrIV	859345	YDR205W	0	0
chrIV	861774	YDR206W	0	0
chrIV	867611	YDR207C	0	0
chrIV	868100	YDR208W	0	0
chrIV	871042	YDR210W	0	0
chrIV	884672	YDR211W	0	0
chrIV	887148	YDR212W	0	0
chrIV	889532	YDR213W	0	0
chrIV	892743	YDR214W	0	0
chrIV	894536	YDR216W	0	0
chrIV	903537	YDR217C	0	0
chrIV	905062	YDR218C	0	0
chrIV	907076	YDR219C	0	0
chrIV	907330	YDR221W	0	0
chrIV	910018	YDR222W	0	0
chrIV	911653	YDR223W	0	0
chrIV	914746	YDR224C	0	0
chrIV	915458	YDR225W	0	0
chrIV	916463	YDR226W	0	0
chrIV	917458	YDR227W	0	0
chrIV	923883	YDR228C	0	0
chrIV	924692	YDR229W	0	0
chrIV	926940	YDR231C	0	0
chrIV	927219	YDR232W	0	0
chrIV	930396	YDR233C	0	0
chrIV	930991	YDR234W	0	0
chrIV	933504	YDR235W	0	0
chrIV	935917	YDR236C	0	0
chrIV	936473	YDR237W	0	0
chrIV	940849	YDR238C	0	0
chrIV	943429	YDR239C	0	0
chrIV	945172	YDR240C	0	0
chrIV	946711	YDR242W	0	0
chrIV	950316	YDR243C	0	0
chrIV	950538	YDR244W	0	0
chrIV	952737	YDR245W	0	0
chrIV	954253	YDR246W	0	0
chrIV	955644	YDR247W	0	0
chrIV	958397	YDR248C	0	0
chrIV	960117	YDR249C	0	0
chrIV	960308	YDR251W	0	0
chrIV	963410	YDR252W	0	0
chrIV	964320	YDR253C	1	1
chrIV	965041	YDR254W	0	0
chrIV	967859	YDR255C	0	0
chrIV	971478	YDR257C	0	0
chrIV	974316	YDR258C	0	0
chrIV	976003	YDR259C	0	0
chrIV	977258	YDR260C	0	0
chrIV	979262	YDR261C	0	0
chrIV	993123	YDR262W	0	0
chrIV	998420	YDR264C	0	0
chrIV	998608	YDR265W	0	0
chrIV	1002225	YDR266C	0	0
chrIV	1003562	YDR267C	0	0
chrIV	1003965	YDR268W	0	0
chrIV	1005601	YDR270W	0	0
chrIV	1008953	YDR272W	0	0
chrIV	1010133	YDR273W	0	0
chrIV	1012233	YDR275W	0	0
chrIV	1013718	YDR276C	0	0
chrIV	1019301	YDR279W	0	0
chrIV	1020617	YDR280W	0	0
chrIV	1022376	YDR281C	0	0
chrIV	1024762	YDR282C	0	0
chrIV	1030268	YDR283C	0	0
chrIV	1031700	YDR284C	0	0
chrIV	1031954	YDR285W	0	0
chrIV	1035805	YDR286C	0	0
chrIV	1035963	YDR287W	0	0
chrIV	1037149	YDR288W	0	0
chrIV	1039564	YDR289C	0	0
chrIV	1039690	YDR291W	0	0
chrIV	1045138	YDR292C	0	0
chrIV	1049446	YDR293C	0	0
chrIV	1052297	YDR294C	0	0
chrIV	1054910	YDR295C	0	0
chrIV	1055157	YDR296W	0	0
chrIV	1056515	YDR297W	0	0
chrIV	1058975	YDR298C	0	0
chrIV	1059592	YDR299W	0	0
chrIV	1062866	YDR300C	0	0
chrIV	1063277	YDR301W	0	0
chrIV	1067669	YDR302W	0	0
chrIV	1071678	YDR303C	0	0
chrIV	1072586	YDR304C	0	0
chrIV	1073462	YDR305C	1	0
chrIV	1075223	YDR306C	0	0
chrIV	1075806	YDR307W	0	0
chrIV	1078490	YDR308C	0	0
chrIV	1080249	YDR309C	0	0
chrIV	1084594	YDR310C	0	0
chrIV	1085067	YDR311W	1	1
chrIV	1087549	YDR312W	0	0
chrIV	1090167	YDR313C	0	0
chrIV	1092546	YDR314C	0	0
chrIV	1093587	YDR315C	0	0
chrIV	1093759	YDR316W	0	0
chrIV	1102161	YDR317W	0	0
chrIV	1103686	YDR318W	0	0
chrIV	1105874	YDR319C	0	0
chrIV	1108108	YDR320C	0	0
chrIV	1108498	YDR320C-A	0	0
chrIV	1108671	YDR321W	0	0
chrIV	1110578	YDR322W	0	0
chrIV	1112337	YDR322C-A	0	0
chrIV	1114057	YDR323C	0	0
chrIV	1116703	YDR324C	1	0
chrIV	1117109	YDR325W	0	0
chrIV	1125113	YDR326C	0	0
chrIV	1126056	YDR328C	0	0
chrIV	1127617	YDR329C	0	0
chrIV	1127800	YDR330W	0	0
chrIV	1129549	YDR331W	0	0
chrIV	1130976	YDR332W	0	0
chrIV	1135435	YDR333C	0	0
chrIV	1135692	YDR334W	0	0
chrIV	1140811	YDR335W	0	0
chrIV	1145253	YDR336W	1	1
chrIV	1146270	YDR337W	0	0
chrIV	1149525	YDR338C	0	0
chrIV	1150531	YDR339C	0	0
chrIV	1153662	YDR341C	0	0
chrIV	1156014	YDR342C	0	0
chrIV	1164692	YDR345C	0	0
chrIV	1168816	YDR346C	0	0
chrIV	1169114	YDR347W	0	0
chrIV	1172024	YDR348C	0	0
chrIV	1174258	YDR349C	0	0
chrIV	1178202	YDR350C	0	0
chrIV	1178445	YDR351W	0	0
chrIV	1181623	YDR352W	0	0
chrIV	1183251	YDR353W	0	0
chrIV	1184621	YDR354W	0	0
chrIV	1186037	YDR356W	0	0
chrIV	1189720	YDR357C	0	0
chrIV	1190007	YDR358W	0	0
chrIV	1194879	YDR359C	1	1
chrIV	1196297	YDR361C	0	0
chrIV	1198807	YDR362C	0	0
chrIV	1199034	YDR363W	0	0
chrIV	1202112	YDR363W-A	0	0
chrIV	1204243	YDR364C	0	0
chrIV	1206453	YDR365C	0	0
chrIV	1212768	YDR367W	0	0
chrIV	1212899	YDR366C	0	0
chrIV	1213853	YDR368W	0	0
chrIV	1217603	YDR369C	0	0
chrIV	1219110	YDR370C	0	0
chrIV	1219350	YDR371W	0	0
chrIV	1222412	YDR372C	0	0
chrIV	1222646	YDR373W	0	0
chrIV	1224757	YDR374W-A	0	0
chrIV	1226536	YDR375C	0	0
chrIV	1226812	YDR376W	0	0
chrIV	1228516	YDR377W	0	0
chrIV	1229627	YDR378C	0	0
chrIV	1230033	YDR379W	0	0
chrIV	1233547	YDR379C-A	0	0
chrIV	1234113	YDR380W	0	0
chrIV	1236461	YDR381W	0	0
chrIV	1239081	YDR381C-A	0	0
chrIV	1239411	YDR382W	0	0
chrIV	1240698	YDR383C	0	0
chrIV	1242116	YDR384C	0	0
chrIV	1243184	YDR385W	0	0
chrIV	1246076	YDR386W	0	0
chrIV	1249967	YDR387C	0	0
chrIV	1250160	YDR388W	0	0
chrIV	1252015	YDR389W	0	0
chrIV	1256876	YDR390C	0	0
chrIV	1258067	YDR391C	0	0
chrIV	1258626	YDR392W	0	0
chrIV	1261577	YDR394W	0	0
chrIV	1263202	YDR395W	0	0
chrIV	1266948	YDR397C	0	0
chrIV	1267435	YDR398W	0	0
chrIV	1269999	YDR399W	0	0
chrIV	1271043	YDR400W	0	0
chrIV	1277361	YDR404C	0	0
chrIV	1277593	YDR405W	0	0
chrIV	1279089	YDR406W	0	0
chrIV	1288018	YDR407C	0	0
chrIV	1288920	YDR408C	0	0
chrIV	1289367	YDR409W	0	0
chrIV	1293154	YDR410C	0	0
chrIV	1294416	YDR411C	0	0
chrIV	1294644	YDR412W	0	0
chrIV	1296863	YDR414C	0	0
chrIV	1298205	YDR415C	0	0
chrIV	1298336	YDR416W	0	0
chrIV	1301590	YDR418W	0	0
chrIV	1303168	YDR419W	0	0
chrIV	1306000	YDR420W	0	0
chrIV	1311950	YDR421W	0	0
chrIV	1317829	YDR422C	0	0
chrIV	1319247	YDR423C	1	0
chrIV	1319867	YDR424C	0	0
chrIV	1320014	YDR425W	0	0
chrIV	1322173	YDR427W	0	0
chrIV	1324267	YDR428C	0	0
chrIV	1325319	YDR429C	0	0
chrIV	1328527	YDR430C	0	0
chrIV	1328755	YDR432W	0	0
chrIV	1331141	YDR434W	0	0
chrIV	1333981	YDR435C	0	0
chrIV	1334576	YDR436W	0	0
chrIV	1337293	YDR437W	0	0
chrIV	1338211	YDR438W	0	0
chrIV	1339624	YDR439W	0	0
chrIV	1342398	YDR440W	0	0
chrIV	1345211	YDR441C	0	0
chrIV	1350027	YDR443C	0	0
chrIV	1350225	YDR444W	0	0
chrIV	1353709	YDR446W	0	0
chrIV	1355574	YDR447C	0	0
chrIV	1356012	YDR448W	0	0
chrIV	1358931	YDR449C	0	0
chrIV	1359902	YDR450W	0	0
chrIV	1362234	YDR451C	0	0
chrIV	1362740	YDR452W	0	0
chrIV	1365401	YDR453C	1	1
chrIV	1366864	YDR454C	0	0
chrIV	1367457	YDR456W	0	0
chrIV	1369676	YDR457W	0	0
chrIV	1382095	YDR458C	0	0
chrIV	1383539	YDR459C	0	0
chrIV	1383671	YDR460W	0	0
chrIV	1385153	YDR461W	0	0
chrIV	1385842	YDR461C-A	0	0
chrIV	1386019	YDR462W	0	0
chrIV	1386788	YDR463W	0	0
chrIV	1388781	YDR464W	0	0
chrIV	1394617	YDR465C	0	0
chrIV	1395007	YDR466W	0	0
chrIV	1398752	YDR468C	0	0
chrIV	1399014	YDR469W	0	0
chrIV	1401299	YDR470C	0	0
chrIV	1401745	YDR471W	0	0
chrIV	1403252	YDR472W	0	0
chrIV	1405925	YDR473C	0	0
chrIV	1411145	YDR476C	0	0
chrIV	1412079	YDR477W	0	0
chrIV	1414538	YDR478W	0	0
chrIV	1416922	YDR479C	0	0
chrIV	1417325	YDR480W	0	0
chrIV	1420283	YDR481C	0	0
chrIV	1420875	YDR482C	0	0
chrIV	1421131	YDR483W	0	0
chrIV	1422714	YDR484W	0	0
chrIV	1427234	YDR485C	0	0
chrIV	1428129	YDR486C	0	0
chrIV	1429059	YDR487C	0	0
chrIV	1430838	YDR488C	0	0
chrIV	1431003	YDR489W	0	0
chrIV	1434353	YDR490C	0	0
chrIV	1434770	YDR492W	0	0
chrIV	1436129	YDR493W	0	0
chrIV	1436866	YDR494W	0	0
chrIV	1441195	YDR495C	0	0
chrIV	1443431	YDR496C	0	0
chrIV	1445542	YDR497C	0	0
chrIV	1447037	YDR498C	0	0
chrIV	1447791	YDR499W	0	0
chrIV	1450901	YDR500C	0	0
chrIV	1451329	YDR501W	0	0
chrIV	1454512	YDR502C	0	0
chrIV	1455949	YDR503C	0	0
chrIV	1459409	YDR505C	0	0
chrIV	1461572	YDR506C	0	0
chrIV	1465911	YDR507C	0	0
chrIV	1468488	YDR508C	0	0
chrIV	1469315	YDR510W	0	0
chrIV	1470032	YDR511W	1	0
chrIV	1470809	YDR512C	1	0
chrIV	1470995	YDR513W	0	0
chrIV	1473074	YDR514C	0	0
chrIV	1473213	YDR515W	0	0
chrIV	1477145	YDR517W	0	0
chrIV	1478583	YDR518W	0	0
chrIV	1480417	YDR519W	0	0
chrIV	1483501	YDR520C	0	0
chrIV	1489057	YDR524C	0	0
chrIV	1489843	YDR524C-B	0	0
chrIV	1490510	YDR525W-A	0	0
chrIV	1491013	YDR527W	0	0
chrIV	1494279	YDR528W	0	0
chrIV	1496585	YDR529C	0	0
chrIV	1497773	YDR530C	0	0
chrIV	1498141	YDR531W	0	0
chrIV	1500588	YDR532C	0	0
chrIV	1502199	YDR533C	0	0
chrIV	1504922	YDR534C	0	0
chrIV	1510852	YDR538W	0	0
chrIV	1512062	YDR539W	0	0
chrIV	1517758	YDR540C	0	0
chrIV	1520869	YDR541C	0	0
chrIV	1525915	YDR545W	0	0
chrV	13600	YEL072W	0	0
chrV	16342	YEL071W	0	0
chrV	26538	YEL067C	1	1
chrV	26702	YEL066W	1	0
chrV	27637	YEL065W	0	0
chrV	31284	YEL064C	0	0
chrV	33685	YEL063C	0	0
chrV	39670	YEL061C	0	0
chrV	42008	YEL060C	0	0
chrV	42701	YEL059C-A	0	0
chrV	43214	YEL058W	0	0
chrV	46034	YEL057C	0	0
chrV	47117	YEL056W	0	0
chrV	51594	YEL055C	0	0
chrV	53245	YEL054C	0	0
chrV	56148	YEL053C	0	0
chrV	56535	YEL052W	0	0
chrV	58331	YEL051W	0	0
chrV	60902	YEL050C	0	0
chrV	63428	YEL049W	0	0
chrV	65188	YEL048C	0	0
chrV	66811	YEL047C	0	0
chrV	68894	YEL046C	0	0
chrV	69740	YEL044W	0	0
chrV	70444	YEL043W	0	0
chrV	73687	YEL042W	0	0
chrV	75675	YEL041W	0	0
chrV	78037	YEL040W	0	0
chrV	80125	YEL039C	0	0
chrV	80415	YEL038W	0	0
chrV	82762	YEL037C	0	0
chrV	84697	YEL036C	0	0
chrV	85615	YEL034W	0	0
chrV	86886	YEL032W	0	0
chrV	90227	YEL031W	0	0
chrV	97861	YEL029C	0	0
chrV	100699	YEL027W	0	0
chrV	101853	YEL026W	0	0
chrV	106164	YEL025C	0	0
chrV	107199	YEL024W	0	0
chrV	111113	YEL023C	0	0
chrV	111354	YEL022W	0	0
chrV	117194	YEL020W-A	0	0
chrV	121311	YEL019C	0	0
chrV	121467	YEL018W	0	0
chrV	122959	YEL017C-A	0	0
chrV	123647	YEL017W	0	0
chrV	126396	YEL016C	0	0
chrV	126596	YEL015W	0	0
chrV	128588	YEL013W	0	0
chrV	131677	YEL012W	0	0
chrV	140334	YEL009C	0	0
chrV	141640	YEL007W	0	0
chrV	144270	YEL006W	0	0
chrV	146791	YEL005C	0	0
chrV	146919	YEL004W	0	0
chrV	148167	YEL003W	0	0
chrV	150064	YEL002C	0	0
chrV	151005	YEL001C	0	0
chrV	153471	YER001W	0	0
chrV	156754	YER002W	0	0
chrV	159162	YER003C	0	0
chrV	159570	YER004W	0	0
chrV	162696	YER006W	0	0
chrV	164504	YER007W	0	0
chrV	166925	YER007C-A	0	0
chrV	171884	YER008C	0	0
chrV	172081	YER009W	0	0
chrV	173367	YER010C	0	0
chrV	175194	YER011W	0	0
chrV	177773	YER012W	0	0
chrV	178807	YER013W	0	0
chrV	182569	YER014W	0	0
chrV	184519	YER015W	0	0
chrV	188243	YER016W	0	0
chrV	191869	YER017C	0	0
chrV	192687	YER018C	0	0
chrV	192884	YER019W	1	0
chrV	194592	YER019C-A	0	0
chrV	195074	YER020W	0	0
chrV	196886	YER021W	0	0
chrV	198776	YER022W	0	0
chrV	201040	YER023W	0	0
chrV	205225	YER025W	0	0
chrV	208505	YER026C	0	0
chrV	210304	YER027C	0	0
chrV	211905	YER028C	0	0
chrV	213243	YER029C	0	0
chrV	213429	YER030W	0	0
chrV	214781	YER031C	0	0
chrV	215007	YER032W	0	0
chrV	221833	YER034W	0	0
chrV	222564	YER035W	0	0
chrV	225232	YER036C	0	0
chrV	225808	YER037W	0	0
chrV	228232	YER038C	1	1
chrV	229502	YER039C	0	0
chrV	229502	YER039C-A	0	0
chrV	229713	YER040W	0	0
chrV	232385	YER041W	0	0
chrV	234917	YER042W	0	0
chrV	237143	YER043C	0	0
chrV	238055	YER044C	0	0
chrV	239780	YER044C-A	0	0
chrV	241652	YER045C	0	0
chrV	243166	YER046W	0	0
chrV	246691	YER047C	0	0
chrV	248224	YER048C	0	0
chrV	250637	YER048W-A	0	0
chrV	251710	YER049W	0	0
chrV	254446	YER050C	0	0
chrV	254640	YER051W	0	0
chrV	258060	YER052C	0	0
chrV	259857	YER053C	0	0
chrV	261324	YER053C-A	0	0
chrV	265794	YER055C	0	0
chrV	268200	YER056C	0	0
chrV	270212	YER056C-A	0	0
chrV	271169	YER057C	0	0
chrV	271736	YER058W	0	0
chrV	272463	YER059W	0	0
chrV	274428	YER060W	0	0
chrV	279666	YER061C	0	0
chrV	280748	YER062C	0	0
chrV	281649	YER063W	0	0
chrV	284329	YER064C	0	0
chrV	287182	YER065C	0	0
chrV	289315	YER066W	0	0
chrV	291990	YER067W	0	0
chrV	292959	YER068W	0	0
chrV	295351	YER069W	0	0
chrV	298911	YER070W	0	0
chrV	302321	YER071C	1	0
chrV	302788	YER072W	0	0
chrV	303774	YER073W	0	0
chrV	306271	YER074W	0	0
chrV	307653	YER074W-A	0	0
chrV	311361	YER075C	0	0
chrV	313976	YER076C	0	0
chrV	316583	YER077C	1	0
chrV	318563	YER078W-A	0	0
chrV	318566	YER078C	0	0
chrV	318843	YER079W	0	0
chrV	319944	YER080W	0	0
chrV	322642	YER081W	0	0
chrV	325976	YER082C	0	0
chrV	327049	YER083C	0	0
chrV	328377	YER086W	0	0
chrV	330501	YER087W	0	0
chrV	332870	YER087C-B	0	0
chrV	335277	YER088C	0	0
chrV	337652	YER089C	0	0
chrV	337856	YER090W	0	0
chrV	342237	YER091C	0	0
chrV	342846	YER092W	0	0
chrV	347711	YER093C	0	0
chrV	348413	YER093C-A	0	0
chrV	349456	YER094C	0	0
chrV	349913	YER095W	0	0
chrV	355284	YER098W	0	0
chrV	359083	YER099C	0	0
chrV	359484	YER100W	0	0
chrV	361828	YER101C	0	0
chrV	363088	YER102W	1	1
chrV	364535	YER103W	0	0
chrV	366761	YER104W	0	0
chrV	372034	YER105C	0	0
chrV	374721	YER107C	0	0
chrV	377805	YER109C	0	0
chrV	382211	YER110C	0	0
chrV	386196	YER111C	0	0
chrV	387191	YER112W	0	0
chrV	390101	YER113C	0	0
chrV	394033	YER114C	0	0
chrV	395116	YER115C	0	0
chrV	396287	YER116C	0	0
chrV	396749	YER117W	0	0
chrV	399235	YER118C	0	0
chrV	400868	YER119C	0	0
chrV	401109	YER120W	0	0
chrV	402345	YER121W	0	0
chrV	404433	YER122C	0	0
chrV	404625	YER123W	0	0
chrV	409103	YER124C	0	0
chrV	409685	YER125W	0	0
chrV	414206	YER126C	0	0
chrV	414469	YER127W	0	0
chrV	415797	YER128W	0	0
chrV	416753	YER129W	0	0
chrV	422513	YER130C	0	0
chrV	423536	YER131W	0	0
chrV	430891	YER132C	0	0
chrV	432426	YER133W	0	0
chrV	437849	YER134C	0	0
chrV	439521	YER136W	0	0
chrV	441839	YER137C	0	0
chrV	451346	YER139C	0	0
chrV	451523	YER140W	0	0
chrV	453396	YER141W	0	0
chrV	456098	YER142C	0	0
chrV	456261	YER143W	0	0
chrV	460232	YER144C	0	0
chrV	461761	YER145C	0	0
chrV	462544	YER146W	0	0
chrV	464882	YER147C	0	0
chrV	465114	YER148W	0	0
chrV	467521	YER149C	0	0
chrV	468338	YER150W	0	0
chrV	472498	YER151C	0	0
chrV	474016	YER152C	0	0
chrV	474812	YER153C	0	0
chrV	475016	YER154W	0	0
chrV	482910	YER155C	0	0
chrV	484357	YER156C	0	0
chrV	484772	YER157W	0	0
chrV	490794	YER158C	0	0
chrV	492121	YER159C	0	0
chrV	500386	YER161C	0	0
chrV	502929	YER162C	0	0
chrV	503790	YER163C	0	0
chrV	505070	YER164W	0	0
chrV	510223	YER165W	0	0
chrV	512465	YER166W	0	0
chrV	518192	YER167W	0	0
chrV	522695	YER168C	0	0
chrV	523096	YER169W	0	0
chrV	525894	YER170W	0	0
chrV	526933	YER171W	0	0
chrV	536068	YER172C	0	0
chrV	536300	YER173W	0	0
chrV	539282	YER174C	0	0
chrV	540382	YER175C	0	0
chrV	540514	YER175W-A	0	0
chrV	541648	YER176W	0	0
chrV	545572	YER177W	0	0
chrV	546789	YER178W	0	0
chrV	551170	YER180C-A	0	0
chrV	552490	YER182W	0	0
chrV	553970	YER183C	0	0
chrV	559111	YER184C	0	0
chrV	562804	YER186C	0	0
chrV	565528	YER187W	0	0
chrV	570127	YER188C-A	0	0
chrV	570764	YER189W	0	0
chrV	570764	YER190W	0	0
chrVI	9367	YFL061W	0	0
chrVI	10829	YFL060C	1	1
chrVI	11293	YFL059W	0	0
chrVI	16492	YFL056C	0	0
chrVI	16682	YFL055W	0	0
chrVI	22852	YFL054C	0	0
chrVI	36621	YFL050C	0	0
chrVI	36799	YFL049W	0	0
chrVI	40213	YFL048C	0	0
chrVI	40413	YFL047W	0	0
chrVI	42797	YFL046W	0	0
chrVI	44478	YFL045C	0	0
chrVI	45579	YFL044C	0	0
chrVI	47777	YFL042C	0	0
chrVI	47916	YFL041W-A	0	0
chrVI	49131	YFL041W	0	0
chrVI	54816	YFL039C	0	0
chrVI	56010	YFL038C	0	0
chrVI	56265	YFL037W	0	0
chrVI	58577	YFL036W	0	0
chrVI	64038	YFL034C-B	0	0
chrVI	64974	YFL034C-A	0	0
chrVI	65307	YFL034W	0	0
chrVI	74668	YFL033C	0	0
chrVI	75113	YFL031W	0	0
chrVI	76716	YFL030W	0	0
chrVI	79183	YFL029C	0	0
chrVI	80235	YFL028C	0	0
chrVI	81872	YFL027C	1	1
chrVI	82550	YFL026W	0	0
chrVI	87311	YFL025C	0	0
chrVI	90628	YFL024C	0	0
chrVI	90972	YFL023W	0	0
chrVI	95069	YFL022C	0	0
chrVI	96103	YFL021W	1	0
chrVI	103206	YFL018C	0	0
chrVI	103656	YFL017W-A	0	0
chrVI	104494	YFL017C	0	0
chrVI	106326	YFL016C	0	0
chrVI	107197	YFL014W	0	0
chrVI	109963	YFL013C	0	0
chrVI	112043	YFL011W	0	0
chrVI	114742	YFL010W-A	0	0
chrVI	115772	YFL010C	0	0
chrVI	115953	YFL009W	0	0
chrVI	119388	YFL008W	0	0
chrVI	123358	YFL007W	0	0
chrVI	130164	YFL005W	0	0
chrVI	131658	YFL004W	0	0
chrVI	135891	YFL003C	1	1
chrVI	146958	YFL002C	0	0
chrVI	147078	YFL001W	0	0
chrVI	149102	YFR001W	0	0
chrVI	149999	YFR002W	0	0
chrVI	153179	YFR003C	0	0
chrVI	153363	YFR004W	0	0
chrVI	155880	YFR005C	0	0
chrVI	156221	YFR006W	1	0
chrVI	159512	YFR007W	1	0
chrVI	160531	YFR008W	0	0
chrVI	162416	YFR009W	0	0
chrVI	165024	YFR010W	0	0
chrVI	167282	YFR011C	0	0
chrVI	167977	YFR012W	1	0
chrVI	169875	YFR013W	0	0
chrVI	174001	YFR014C	0	0
chrVI	180837	YFR016C	0	0
chrVI	184283	YFR018C	0	0
chrVI	184495	YFR019W	0	0
chrVI	194718	YFR021W	0	0
chrVI	196565	YFR022W	0	0
chrVI	203443	YFR024C-A	0	0
chrVI	204774	YFR025C	0	0
chrVI	207241	YFR026C	0	0
chrVI	207386	YFR027W	0	0
chrVI	210126	YFR028C	0	0
chrVI	210873	YFR029W	0	0
chrVI	213197	YFR030W	0	0
chrVI	220141	YFR031C	0	0
chrVI	221478	YFR031C-A	0	0
chrVI	223825	YFR032C-A	0	0
chrVI	224875	YFR033C	0	0
chrVI	225989	YFR034C	0	0
chrVI	226941	YFR036W	0	0
chrVI	229192	YFR037C	0	0
chrVI	229394	YFR038W	1	0
chrVI	233673	YFR039C	0	0
chrVI	233974	YFR040W	0	0
chrVI	238290	YFR041C	0	0
