# nucleosome dinucleotide model
# from to transition_prob
298 303 0.208285693103864
298 304 0.221467672214995
298 305 0.274282325888775
299 302 0.327108648150423
299 303 0.205907361869493
299 304 0.164265858875577
299 305 0.302718131104507
300 302 0.295184972392097
300 303 0.231100173866353
300 304 0.201456336698184
300 305 0.272258517043366
301 302 0.231174127679514
301 303 0.226826480075013
301 304 0.245087651319113
301 305 0.29691174092636
302 306 0.293598793020516
302 307 0.212188587960254
302 308 0.211995029244839
302 309 0.28221758977439
303 306 0.33062802224022
303 307 0.207634205288507
303 308 0.162523225769573
303 309 0.2992145467017
304 306 0.291367540160217
304 307 0.234304799092951
304 308 0.193874374814564
304 309 0.280453285932268
305 306 0.225028501400226
305 307 0.232818700781073
305 308 0.237882886533319
305 309 0.304269911285381
306 310 0.294874403286821
306 311 0.213542066065279
306 312 0.205267842173038
306 313 0.286315688474861
307 310 0.333027005260175
307 311 0.209213605763344
307 312 0.1617497434292
307 313 0.296009645547282
308 310 0.289801332741642
308 311 0.23532901685484
308 312 0.190327754924816
308 313 0.284541895478702
309 310 0.221209148383297
309 311 0.234998532406479
309 312 0.232783952967944
309 313 0.31100836624228
310 314 0.302345872352899
310 315 0.207708507239437
310 316 0.201239262479427
310 317 0.288706357928237
311 314 0.334109579531046
311 315 0.209001467920215
311 316 0.161755185635413
311 317 0.295133766913326
312 314 0.293209105468655
312 315 0.231297954968126
312 316 0.19123054323667
312 317 0.284262396326549
313 314 0.221275482833731
313 315 0.229633433985043
313 316 0.229093894050378
313 317 0.319997189130848
314 318 0.313721172374826
314 319 0.198028976281591
314 320 0.198466309891265
314 321 0.289783541452318
315 318 0.333321093887195
315 319 0.209064320950207
315 320 0.161131882692891
315 321 0.296482702469707
316 318 0.29936618801474
316 319 0.223379218359037
316 320 0.19578284333303
316 321 0.281471750293193
317 318 0.223433144754405
317 319 0.21960036742702
317 320 0.225953783214541
317 321 0.331012704604034
318 322 0.322828648359344
318 323 0.189769129973181
318 324 0.197855481851817
318 325 0.289546739815658
319 322 0.330114894166518
319 323 0.211340832658227
319 324 0.160607275562705
319 325 0.29793699761255
320 322 0.303700296392832
320 323 0.217615025910949
320 324 0.204142640509048
320 325 0.274542037187171
321 322 0.226086334627763
321 323 0.210018589993395
321 324 0.225094937860646
321 325 0.338800137518195
322 326 0.325815365003904
322 327 0.187499752292808
322 328 0.201277196298072
322 329 0.285407686405217
323 326 0.328704719201921
323 327 0.215318483052381
323 328 0.161224234938116
323 329 0.294752562807581
324 326 0.304079694563367
324 327 0.216782555382149
324 328 0.214724599209175
324 329 0.26441315084531
325 326 0.229105658742474
325 327 0.204889566568777
325 328 0.229421878581276
325 329 0.336582896107472
326 330 0.321785203347818
326 331 0.191725774029928
326 332 0.208532881449293
326 333 0.27795614117296
327 330 0.332569590951134
327 331 0.218554367365966
327 332 0.164117043534343
327 333 0.284758998148557
328 330 0.302354513658832
328 331 0.220857284284664
328 332 0.224128988948166
328 333 0.252659213108339
329 330 0.233450075048245
329 331 0.203435463781752
329 332 0.238330613005316
329 333 0.324783848164687
330 334 0.31313926305031
330 335 0.20018837046557
330 336 0.216736392897459
330 337 0.269935973586661
331 334 0.341500603100357
331 335 0.219321598037295
331 336 0.167419236793135
331 337 0.271758562069213
332 334 0.300455123246555
332 335 0.226289653721218
332 336 0.228253770581622
332 337 0.245001452450605
333 334 0.23879173630738
333 335 0.204868112036065
333 336 0.2491070828962
333 337 0.307233068760355
334 338 0.302181773346344
334 339 0.209859437229144
334 340 0.221899757783796
334 341 0.266059031640715
335 338 0.350840736803525
335 339 0.21854563063967
335 340 0.16918387417224
335 341 0.261429758384565
336 338 0.297962776333395
336 339 0.230584628001378
336 340 0.22809742907692
336 341 0.243355166588307
337 338 0.24538230518533
337 339 0.205581762801918
337 340 0.259124994353345
337 341 0.289910937659407
338 342 0.292569467558308
338 343 0.215969867959419
338 344 0.223437469321151
338 345 0.268023195161122
339 342 0.356710729117557
339 343 0.217109838028303
339 344 0.168819882831755
339 345 0.257359550022385
340 342 0.293977611377817
340 343 0.231886249522628
340 344 0.22628838588454
340 345 0.247847753215015
341 342 0.252273708381171
341 343 0.205754567820239
341 344 0.265328522224045
341 345 0.276643201574545
342 346 0.28634079611521
342 347 0.217234617620528
342 348 0.221518964888456
342 349 0.274905621375806
343 346 0.358678576121913
343 347 0.216101628641385
343 348 0.165478542905723
343 349 0.259741252330978
344 346 0.289150695458604
344 347 0.229362221095914
344 348 0.224781571681801
344 349 0.256705511763681
345 346 0.258697824670763
345 347 0.204720122651909
345 348 0.265849952183708
345 349 0.270732100493619
346 350 0.286212563616706
346 351 0.213021038562049
346 352 0.216719390824504
346 353 0.284047006996742
347 350 0.356541113684315
347 351 0.215047114104444
347 352 0.160218842181132
347 353 0.268192930030109
348 350 0.285624363184946
348 351 0.223855926299324
348 352 0.221729908835147
348 353 0.268789801680584
349 350 0.261886862334858
349 351 0.204824722120435
349 352 0.258303683652683
349 353 0.274984731892024
350 354 0.292075811490185
350 355 0.205548907104668
350 356 0.210327720226012
350 357 0.292047561179135
351 354 0.351807906106995
351 355 0.214157714017688
351 356 0.154006525369906
351 357 0.280027854505411
352 354 0.286069658169213
352 355 0.217089633640369
352 356 0.215612056666345
352 357 0.281228651524073
353 354 0.260670408703802
353 355 0.205693787946701
353 356 0.245187390489385
353 357 0.288448412860112
354 358 0.302873084471911
354 359 0.196545700934358
354 360 0.204289453886116
354 361 0.296291760707615
355 358 0.345835356631392
355 359 0.213113505229069
355 360 0.149454505507622
355 361 0.291596632631918
356 358 0.291055148937424
356 359 0.211004841244807
356 360 0.207922724919653
356 361 0.290017284898116
357 358 0.256300095110312
357 359 0.207139547264151
357 360 0.23015729462587
357 361 0.306403062999667
358 362 0.316454862906083
358 363 0.187795276614222
358 364 0.200515439183448
358 365 0.295234421296247
359 362 0.34127449901576
359 363 0.2119685342093
359 364 0.147603216134742
359 365 0.299153750640198
360 362 0.3001767506614
360 363 0.206223037425895
360 364 0.202664164861397
360 365 0.290936047051308
361 362 0.252123904601543
361 363 0.207109562536061
361 364 0.218450726886643
361 365 0.322315805975753
362 366 0.328420065725184
362 367 0.180766945077237
362 368 0.200049638338388
362 369 0.290763350859191
363 366 0.339324028114328
363 367 0.210513245348285
363 368 0.148850219247315
363 369 0.301312507290073
364 366 0.310962515263456
364 367 0.202399915884186
364 368 0.202646746360549
364 369 0.283990822491809
365 366 0.249055418742237
365 367 0.205771796000455
365 368 0.212785552759788
365 369 0.332387232497519
366 370 0.335509056399646
366 371 0.177302401995495
366 372 0.202981305858649
366 373 0.284207235746211
367 370 0.33894780172628
367 371 0.209520337234632
367 372 0.152679836091168
367 373 0.298852024947919
368 370 0.319906079852682
368 371 0.200517819474383
368 372 0.207747564629157
368 373 0.271828536043777
369 370 0.246269345243573
369 371 0.204128212396417
369 372 0.213921741955434
369 373 0.335680700404575
370 374 0.33601134404652
370 375 0.178217715352486
370 376 0.208299450808635
370 377 0.277471489792359
371 374 0.338909875299908
371 375 0.208899073887117
371 376 0.157770485749923
371 377 0.294420565063052
372 374 0.324034394918471
372 375 0.200906995121366
372 376 0.21508675551512
372 377 0.259971854445043
373 374 0.241844591173441
373 375 0.20411351222755
373 376 0.219952018577423
373 377 0.334089878021587
374 378 0.330145598539874
374 379 0.182851043746364
374 380 0.214582319579221
374 381 0.272421038134541
375 378 0.336310349083414
375 379 0.210765626972945
375 380 0.162524116124986
375 381 0.290399907818656
376 378 0.320689727617105
376 379 0.20515387685925
376 380 0.221309423069836
376 381 0.252846972453809
377 378 0.235283914396561
377 379 0.207624042206574
377 380 0.228330962144073
377 381 0.328761081252792
378 382 0.319601872438176
378 383 0.190579498538289
378 384 0.220389274195757
378 385 0.269429354827777
379 382 0.330457439504564
379 383 0.214816820866863
379 384 0.166200531528679
379 385 0.288525208099894
380 382 0.311648923258893
380 383 0.212820964108074
380 384 0.223713244954119
380 385 0.251816867678915
381 382 0.227308712499733
381 383 0.214787926180188
381 384 0.236617806284114
381 385 0.321285555035965
382 386 0.308495381541118
382 387 0.198431859621458
382 388 0.22349851941973
382 389 0.269574239417694
383 386 0.322072863355648
383 387 0.22127497775671
383 388 0.167621374850761
383 389 0.28903078403688
384 386 0.299842646303605
384 387 0.222063938616427
384 388 0.221919838842721
384 389 0.256173576237247
385 386 0.219211963226328
385 387 0.22412378655763
385 388 0.242520462138187
385 389 0.314143788077854
386 390 0.301251199522569
386 391 0.203782760410513
386 392 0.222694221630745
386 393 0.272271818436174
387 390 0.314760054744437
387 391 0.225835250416834
387 392 0.167314551597281
387 393 0.292090143241449
388 390 0.290861250624099
388 391 0.229739510293285
388 392 0.217446527427472
388 393 0.261952711655144
389 390 0.213492857978111
389 391 0.231367329931294
389 392 0.24457228192412
389 393 0.310567530166474
390 394 0.302627284141809
390 395 0.20255957779535
390 396 0.217506511683134
390 397 0.277306626379706
391 394 0.311480084875351
391 395 0.227636669178456
391 396 0.164640052211583
391 397 0.29624319373461
392 394 0.287694424608232
392 395 0.232052389652826
392 396 0.212217528552795
392 397 0.268035657186146
393 394 0.211363154963649
393 395 0.233668753655544
393 396 0.242166305744975
393 397 0.312801785635832
394 398 0.312074163011756
394 399 0.19541073089193
394 400 0.209010316361558
394 401 0.283504789734756
395 398 0.312180721075676
395 399 0.226003808394574
395 400 0.160586625622656
395 401 0.301228844907095
396 398 0.29101953682097
396 399 0.228569694929579
396 400 0.20771070042957
396 401 0.27270006781988
397 398 0.214180846615148
397 399 0.230828630311885
397 400 0.235258929075227
397 401 0.319731593997741
398 402 0.325742682188784
398 403 0.185586659098569
398 404 0.200966310690439
398 405 0.287704348022208
399 402 0.316941125082895
399 403 0.222374764066724
399 404 0.15527518109473
399 405 0.30540892975565
400 402 0.298576501972526
400 403 0.220843371627129
400 404 0.205149834145733
400 405 0.275430292254612
401 402 0.220513490600082
401 403 0.22363292889288
401 404 0.226356460329956
401 405 0.329497120177082
402 406 0.336571923491705
402 407 0.177653813226309
402 408 0.196300540581652
402 409 0.289473722700334
403 406 0.323510573845705
403 407 0.217025236727827
403 408 0.151309687519433
403 409 0.308154501907035
404 406 0.306656960293242
404 407 0.213013282877048
404 408 0.206358412052759
404 409 0.273971344776951
405 406 0.228160694951307
405 407 0.21593061910935
405 408 0.218895288965916
405 409 0.337013396973427
406 410 0.340141339689501
406 411 0.174922033872583
406 412 0.197221342231463
406 413 0.287715284206453
407 410 0.329341327607597
407 411 0.212210488217351
407 412 0.150929015380705
407 413 0.307519168794347
408 410 0.311856935111654
408 411 0.20857951293077
408 412 0.210648915670541
408 413 0.268914636287035
409 410 0.232940808112504
409 411 0.211551277100585
409 412 0.217553324798578
409 413 0.337954589988333
410 414 0.335678313930308
410 415 0.178085390435417
410 416 0.201875252838652
410 417 0.284361042795624
411 414 0.330936967548687
411 415 0.209044666156958
411 416 0.155619925332767
411 417 0.304398440961589
412 414 0.31251657866843
412 415 0.208797224503922
412 416 0.215885150462209
412 417 0.26280104636544
413 414 0.233204222066458
413 415 0.211986043941354
413 416 0.222598304940274
413 417 0.332211429051915
414 418 0.326501164969048
414 419 0.185232477228608
414 420 0.206862886308077
414 421 0.281403471494267
415 418 0.329165720314458
415 419 0.208674063739307
415 420 0.161148168577339
415 421 0.301012047368897
416 418 0.309026566610197
416 419 0.21277722649768
416 420 0.218082878050016
416 421 0.260113328842107
417 418 0.229999328587828
417 419 0.21559618998785
417 420 0.231527992321763
417 421 0.322876489102559
418 422 0.316588514944698
418 423 0.19303936474151
418 424 0.209806468651693
418 425 0.280565651662098
419 422 0.327503719173967
419 423 0.209276242587313
419 424 0.164185962804155
419 425 0.299034075434565
420 422 0.303703953770417
420 423 0.21812959913712
420 424 0.215852554164216
420 425 0.262313892928248
421 422 0.226053348776835
421 423 0.219582605642571
421 424 0.238658996118294
421 425 0.3157050494623
422 426 0.310922711432725
422 427 0.198263243166621
422 428 0.208536981943012
422 429 0.282277063457642
423 426 0.328177059339163
423 427 0.209917463955672
423 428 0.162811608001931
423 429 0.299093868703233
424 426 0.299574773572463
424 427 0.222785450366914
424 428 0.209736138519161
424 429 0.267903637541462
425 426 0.223295177284623
425 427 0.222706017157228
425 428 0.240523629447756
425 429 0.313475176110393
426 430 0.311156833001406
426 431 0.199346302301126
426 432 0.204103153076938
426 433 0.28539371162053
427 430 0.330121042991188
427 431 0.208964506730462
427 432 0.158644321127813
427 433 0.302270129150537
428 430 0.299069851431993
428 431 0.224509777267145
428 432 0.202111127110347
428 433 0.274309244190515
429 430 0.221963504632516
429 431 0.223991837745821
429 432 0.236387140157027
429 433 0.317657517464636
430 434 0.315966386759806
430 435 0.197115195619418
430 436 0.19877200234695
430 437 0.288146415273827
431 434 0.331914404049701
431 435 0.207655508343376
431 436 0.154247885107478
431 437 0.306182202499445
432 434 0.30217874431953
432 435 0.22164383698321
432 436 0.196030736683698
432 437 0.280146682013563
433 434 0.221227692366241
433 435 0.224447146758545
433 436 0.228722733472788
433 437 0.325602427402426
434 438 0.321404867820154
434 439 0.193110074913799
434 440 0.196462905273658
434 441 0.289022151992389
435 438 0.331703607288404
435 439 0.207833391726085
435 440 0.152122259432159
435 441 0.308340741553353
436 438 0.305619303838052
436 439 0.215746152489041
436 440 0.195262819663489
436 441 0.283371724009418
437 438 0.220240124597617
437 439 0.224988801003319
437 440 0.222310212266114
437 441 0.332460862132951
438 442 0.325113002992294
438 443 0.189113818798171
438 444 0.197645386322097
438 445 0.288127791887438
439 442 0.32953913748239
439 443 0.209627462767824
439 444 0.153129329721831
439 445 0.307704070027955
440 442 0.307111051407117
440 443 0.209145429038836
440 444 0.199947057663089
440 445 0.283796461890959
441 442 0.219592354510842
441 443 0.224309278835318
441 444 0.219437169134282
441 445 0.336661197519557
442 446 0.327515415507591
442 447 0.184967288750898
442 448 0.19993069650614
442 449 0.287586599235372
443 446 0.327654397026909
443 447 0.210495430484104
443 448 0.154932128766884
443 449 0.306918043722102
444 446 0.307808537432652
444 447 0.203516966448968
444 448 0.207334554039534
444 449 0.281339942078846
445 446 0.220382461140755
445 447 0.220451488371083
445 448 0.219678589101697
445 449 0.339487461386465
446 450 0.329465316451798
446 451 0.181401759019946
446 452 0.201192898860443
446 453 0.287940025667813
447 450 0.327209851984394
447 451 0.208444973091956
447 452 0.156196540662849
447 453 0.308148634260802
448 450 0.309392477021524
448 451 0.198751252925702
448 452 0.212786317706797
448 453 0.279069952345977
449 450 0.222085659654521
449 451 0.214160333493484
449 452 0.221844920045771
449 453 0.341909086806224
450 454 0.330465373293593
450 455 0.179857342286754
450 456 0.202305819747597
450 457 0.287371464672056
451 454 0.328901037554989
451 455 0.204920209770538
451 456 0.157774049129108
451 457 0.308404703545365
452 454 0.311161216997351
452 455 0.196825884177482
452 456 0.215793995609096
452 457 0.276218903216071
453 454 0.222791483045078
453 455 0.209793686162012
453 456 0.224967457323876
453 457 0.342447373469034
454 458 0.329291460345454
454 459 0.181799434837105
454 460 0.205068278881002
454 461 0.28384082593644
455 458 0.329179343480455
455 459 0.203304076239516
455 460 0.160819323859158
455 461 0.306697256420871
456 458 0.311221375124655
456 459 0.198591907596543
456 460 0.217591968609629
456 461 0.272594748669174
457 458 0.220983028694819
457 459 0.209991291580532
457 460 0.230185431857503
457 461 0.338840247867146
458 462 0.325524689212119
458 463 0.186433357909239
458 464 0.20953295447107
458 465 0.278508998407572
459 462 0.327643889931388
459 463 0.20589106131533
459 464 0.165004517235275
459 465 0.301460531518007
460 462 0.308428118201795
460 463 0.204259097407599
460 464 0.219438116417882
460 465 0.267874667972724
461 462 0.217499522874086
461 463 0.214202501942006
461 464 0.236289734884351
461 465 0.332008240299557
462 466 0.320991713813074
462 467 0.191009932938831
462 468 0.214279122031902
462 469 0.273719231216192
463 466 0.325284557091077
463 467 0.210541814407876
463 468 0.168172004486099
463 469 0.296001624014948
464 466 0.305155210964999
464 467 0.209959617118571
464 468 0.220771368963582
464 469 0.264113802952848
465 466 0.213586938787435
465 467 0.219006649798223
465 468 0.242652313999964
465 469 0.324754097414378
466 470 0.319181185287982
466 471 0.192648337427439
466 472 0.216926779458792
466 473 0.271243697825787
467 470 0.324562505360419
467 471 0.214246255810357
467 472 0.169105446456248
467 473 0.292085792372976
468 470 0.303358408945024
468 471 0.213241832853772
468 472 0.220260320732951
468 473 0.263139437468254
469 470 0.211118296157524
469 471 0.221797818719197
469 472 0.246754057863058
469 473 0.320329827260221
470 474 0.322416346580744
470 475 0.190389195136811
470 476 0.21633083750711
470 477 0.270863620775335
471 474 0.32672559978594
471 475 0.214544577876455
471 476 0.168022035108624
471 477 0.29070778722898
472 474 0.305988339020236
472 475 0.211774782492555
472 476 0.217475914342992
472 477 0.264760964144217
473 474 0.211010972762485
473 475 0.220571072390986
473 476 0.247173125713634
473 477 0.321244829132895
474 478 0.331196631364229
474 479 0.184553947598756
474 480 0.212220452754711
474 481 0.272028968282305
475 478 0.331444987592699
475 479 0.211925591389559
475 480 0.165572483195041
475 481 0.291056937822701
476 478 0.312020366417385
476 479 0.20700797708518
476 480 0.213092938356937
476 481 0.267878718140498
477 478 0.213506341565758
477 479 0.216258186023957
477 480 0.243123059958763
477 481 0.327112412451523
478 482 0.341695092142943
478 483 0.177661305501889
478 484 0.20643084352857
478 485 0.274212758826598
479 482 0.337435783912168
479 483 0.207990988887059
479 484 0.162312431967314
479 485 0.292260795233458
480 482 0.319654266532075
480 483 0.200616811742248
480 484 0.209412151548587
480 485 0.270316770177089
481 482 0.217426980689938
481 483 0.209926164403413
481 484 0.235733085430774
481 485 0.336913769475875
482 486 0.350946672508423
482 487 0.171469201765032
482 488 0.19998894172288
482 489 0.277595184003666
483 486 0.342476425068443
483 487 0.204533353966146
483 488 0.159078101908429
483 489 0.293912119056982
484 486 0.32562296992052
484 487 0.195203227324518
484 488 0.208123909258433
484 489 0.271049893496529
485 486 0.22103206907952
485 487 0.204003095164457
485 488 0.227820456761903
485 489 0.347144378994119
486 490 0.356114855470133
486 491 0.167943994855502
486 492 0.195619025528895
486 493 0.28032212414547
487 490 0.345075798610026
487 491 0.202521991448437
487 492 0.157682266011643
487 493 0.294719943929895
488 490 0.328200944620357
488 491 0.192106277247497
488 492 0.210561475763797
488 493 0.269131302368349
489 490 0.223053293806758
489 491 0.199493417518796
489 492 0.222822106498965
489 493 0.354631182175482
490 494 0.355261123105569
490 495 0.168119559876208
490 496 0.195029540630237
490 497 0.281589776387986
491 494 0.343470100980579
491 495 0.202206751905899
491 496 0.159548240586447
491 497 0.294774906527074
492 494 0.326406475935132
492 495 0.192885396710845
492 496 0.215055293176365
492 497 0.265652834177658
493 494 0.222057546676339
493 495 0.199123982022479
493 496 0.222383100918005
493 497 0.356435370383176
494 498 0.348874326386054
494 499 0.171869676368836
494 500 0.198648325058781
494 501 0.280607672186329
495 498 0.339585737035201
495 499 0.202980071597896
495 500 0.163876334679777
495 501 0.293557856687126
496 498 0.322066678191318
496 499 0.196572294191209
496 500 0.219420933360709
496 501 0.261940094256764
497 498 0.218059082974854
497 499 0.202474014992696
497 500 0.226566924383286
497 501 0.352899977649165
498 502 0.339694264224442
498 503 0.178022873119132
498 504 0.20359092096718
498 505 0.278691941689246
499 502 0.33565509848728
499 503 0.205048608882091
499 504 0.167893986941757
499 505 0.291402305688871
500 502 0.317375500097862
500 503 0.201387154589533
500 504 0.2216748246399
500 505 0.259562520672706
501 502 0.213600777175319
501 503 0.208180622867034
501 504 0.233361340174391
501 505 0.344857259783257
502 506 0.332223296624818
502 507 0.18361054927688
502 508 0.207765124387914
502 509 0.276401029710387
503 506 0.333927233023474
503 507 0.207858262411921
503 508 0.169762503455882
503 509 0.288452001108723
504 506 0.314030031826617
504 507 0.205905429241551
504 508 0.221876893073763
504 509 0.25818764585807
505 506 0.210776827922716
505 507 0.213170236562706
505 508 0.240364036476664
505 509 0.335688899037914
506 510 0.328889999599427
506 511 0.187237019185067
506 512 0.209422319582112
506 513 0.274450661633394
507 510 0.334544604681637
507 511 0.210178146871
507 512 0.170030041078275
507 513 0.285247207369088
508 510 0.312536251285488
508 511 0.208716349890628
508 512 0.220850925838725
508 513 0.25789647298516
509 510 0.210728264014469
509 511 0.216641072603931
509 512 0.244548428754992
509 513 0.328082234626608
510 514 0.329937663825722
510 515 0.187671196756266
510 516 0.208419997914537
510 517 0.273971141503475
511 514 0.336456018271206
511 515 0.211359291270557
511 516 0.168557572149724
511 517 0.283627118308514
512 514 0.312228173359286
512 515 0.209285211634078
512 516 0.218666135982311
512 517 0.259820479024325
513 514 0.211316206791799
513 515 0.218579155514082
513 516 0.245163961630866
513 517 0.324940676063254
514 518 0.335639037048954
514 519 0.185325207695932
514 520 0.204101263671555
514 521 0.274934491583559
515 518 0.33878984341967
515 519 0.210642402177623
515 520 0.166475575608041
515 521 0.284092178794666
516 518 0.314945743584892
516 519 0.206103419639009
516 520 0.215710642088997
516 521 0.263240194687103
517 518 0.212582121583742
517 519 0.21800518765086
517 520 0.242095402164603
517 521 0.327317288600794
518 522 1.0
519 522 1.0
520 522 1.0
521 522 1.0
# 15 normal background states
522 523 1.0
523 524 1.0
524 525 1.0
525 526 1.0
526 527 1.0
527 528 1.0
528 529 1.0
529 530 1.0
530 531 1.0
